,PassengerNumber,Name,HomePlanet_0,HomePlanet_1,Destination_0,Destination_1,deck,numofcabin,side_0,side_1,Age,CryoSleep,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
7061,7515,5699,1,1,0,1,5,1437,1,0,24,True,False,0,0,0,0,0,False
7062,7515,6501,1,1,0,1,5,1437,1,0,0,False,False,0,0,1,0,0,True
7063,7517,5216,1,0,1,0,5,1557,0,1,25,False,False,15,3,0,635,0,False
7064,7518,40,0,1,0,1,1,246,0,1,26,True,False,0,0,0,0,0,True
7065,7518,881,0,1,1,0,1,246,0,1,32,False,True,2502,700,1104,13902,484,False
7066,7520,2574,1,0,0,1,5,1559,0,1,58,False,False,1366,257,0,0,311,False
7067,7521,3714,1,0,0,1,5,1560,0,1,44,False,False,657,0,103,0,394,False
7068,7522,3722,1,0,0,1,6,1214,0,1,41,False,False,0,0,0,0,908,False
7069,7523,937,1,0,0,1,6,1219,1,0,24,False,False,0,0,643,167,0,True
7070,7524,1892,1,0,0,1,6,1215,0,1,41,True,False,0,0,0,0,0,True
7071,7524,1389,1,0,1,0,6,1215,0,1,23,True,False,0,0,0,0,0,True
7072,7525,1469,0,1,0,1,2,279,1,0,27,False,False,390,1377,0,2809,4914,False
7073,7525,3275,0,1,1,1,2,279,1,0,61,True,False,0,0,0,0,0,True
7074,7527,2700,1,0,0,1,5,1561,0,1,18,False,False,0,732,2,13,47,True
7075,7529,3731,1,0,0,1,6,1221,1,0,18,True,False,0,0,0,0,0,True
7076,7531,2622,0,1,0,1,1,286,1,0,13,True,False,0,0,0,0,0,True
7077,7531,101,0,1,1,1,1,286,1,0,15,True,False,0,0,0,0,0,True
7078,7533,7650,1,0,1,1,6,1223,1,0,12,False,False,0,0,0,0,0,True
7079,7534,5244,1,0,1,0,5,1439,1,0,40,False,False,420,0,345,1,0,False
7080,7535,63,1,0,0,1,5,1562,0,1,19,False,False,122,2,0,480,565,True
7081,7536,6845,1,1,0,1,5,1440,1,0,18,True,False,0,0,0,0,0,True
7082,7538,27,0,1,0,1,0,81,0,1,48,False,True,313,2864,0,0,12424,False
7083,7538,5305,0,1,1,1,0,81,0,1,37,False,False,18,2669,0,1229,0,False
7084,7542,3169,1,0,0,1,5,1442,1,0,35,False,False,4,53,0,0,844,False
7085,7543,6146,1,0,0,1,5,1564,0,1,29,False,False,0,0,702,0,56,False
7086,7544,4207,1,0,0,1,4,501,1,0,54,False,False,118,0,0,669,0,False
7087,7545,4212,1,0,0,1,6,1225,1,0,21,True,False,0,0,0,0,0,False
7088,7549,1144,1,0,0,1,4,489,0,1,22,False,False,0,19,1468,2,119,True
7089,7550,2128,1,0,1,0,6,1216,0,1,18,True,False,0,0,0,0,0,True
7090,7552,4155,1,0,0,1,4,490,0,1,26,False,False,0,652,97,43,0,True
7091,7553,8090,1,0,1,0,5,1444,1,0,19,False,False,10,24,0,0,565,False
7092,7559,7217,1,0,0,1,5,1569,0,1,22,False,False,0,0,441,0,423,False
7093,7560,6385,0,1,0,1,2,244,0,1,17,True,False,0,0,0,0,0,True
7094,7561,1293,1,0,0,1,5,1445,1,0,18,False,False,388,182,0,66,140,False
7095,7563,7062,1,1,1,1,5,1570,0,1,39,True,False,0,0,0,0,0,True
7096,7565,8429,0,1,0,1,1,247,0,1,37,False,False,2,7272,0,50,1282,True
7097,7565,7624,0,1,1,1,1,247,0,1,17,True,False,0,0,0,0,0,True
7098,7565,5396,0,1,1,1,1,247,0,1,25,False,False,0,772,0,125,5913,False
7099,7565,390,0,1,0,1,1,247,0,1,9,False,False,0,0,0,0,0,True
7100,7567,5173,1,0,1,1,6,1227,1,0,15,True,False,0,0,0,0,0,False
7101,7568,5634,1,0,0,1,5,1571,0,1,19,False,False,380,0,416,0,8,False
7102,7569,3199,1,1,0,1,4,493,0,1,18,False,False,3591,0,158,0,120,False
7103,7569,6036,1,1,0,1,3,237,0,1,50,False,True,828,0,572,1367,0,False
7104,7572,1183,1,0,0,1,6,1228,1,0,14,True,False,0,0,0,0,0,False
7105,7573,7615,1,0,1,0,6,1217,0,1,19,True,False,0,0,0,0,0,False
7106,7574,6000,0,1,1,1,1,287,1,0,33,True,False,0,0,0,0,0,True
7107,7576,5513,0,1,0,1,3,239,0,1,23,False,False,30,2237,1,49,52,True
7108,7576,7122,0,1,0,1,3,239,0,1,39,False,False,2,530,0,0,1360,False
7109,7577,3285,1,0,1,0,4,502,1,0,14,False,False,80,130,0,1323,0,False
7110,7578,4004,1,0,1,1,5,1572,0,1,14,False,False,653,0,4,0,0,False
7111,7579,8313,1,0,1,0,6,1229,1,0,45,False,False,1,7,56,613,0,True
7112,7580,1172,1,0,0,1,6,1230,1,0,22,True,False,0,0,0,0,0,True
7113,7583,6181,1,1,0,1,5,1574,0,1,36,False,False,32,355,1826,9,0,True
7114,7584,758,0,1,1,0,1,288,1,0,19,False,False,0,0,0,0,0,True
7115,7584,7292,0,1,0,1,1,288,1,0,59,True,False,0,0,0,0,0,True
7116,7584,5548,0,1,0,1,1,288,1,0,31,False,False,0,1000,0,19,1776,False
7117,7585,7352,0,1,1,1,2,281,1,0,31,True,False,0,0,0,0,0,True
7118,7585,906,0,1,0,1,2,281,1,0,39,False,True,8209,18,432,3560,54,False
7119,7585,7932,0,1,0,1,2,281,1,0,28,False,False,0,2674,1309,18,11,True
7120,7585,1651,0,1,0,1,2,281,1,0,19,True,False,0,0,0,0,0,True
7121,7586,8209,0,1,0,1,2,245,0,1,29,False,False,220,1130,0,7,951,True
7122,7588,4800,1,0,1,1,6,1219,0,1,0,True,False,0,0,0,0,0,True
7123,7588,863,1,0,1,1,6,1219,0,1,15,False,False,0,714,0,0,0,True
7124,7592,7269,1,0,0,1,5,1450,1,0,18,False,False,0,0,0,1586,0,False
7125,7594,5614,0,1,1,1,2,282,1,0,49,True,False,0,0,0,0,0,True
7126,7595,2785,1,0,0,1,5,1451,1,0,36,False,False,0,7,661,0,93,True
7127,7596,6310,0,1,1,1,2,283,1,0,40,True,False,0,0,0,0,0,True
7128,7596,6898,0,1,0,1,2,283,1,0,56,True,False,0,0,0,0,0,True
7129,7598,2093,1,0,1,0,6,1231,1,0,67,True,False,0,0,0,0,0,True
7130,7599,5572,1,0,0,1,4,495,0,1,44,False,False,0,204,135,225,223,False
7131,7601,497,1,0,0,1,6,1232,1,0,17,False,False,214,552,0,241,0,False
7132,7604,8159,1,1,0,1,5,1579,0,1,27,True,False,0,0,0,0,0,True
7133,7604,1951,1,1,0,1,5,1579,0,1,23,True,False,463,0,658,0,0,False
7134,7605,6093,1,1,1,1,5,1452,1,0,28,False,False,2484,136,42,0,0,False
7135,7606,7894,1,1,0,1,5,1453,1,0,54,True,False,0,0,0,0,0,True
7136,7608,1396,1,1,0,1,5,1454,1,0,26,True,False,0,0,0,0,0,True
7137,7609,823,0,1,1,1,0,83,0,1,40,False,True,0,21,0,1503,1392,False
7138,7609,6776,0,1,0,1,0,83,0,1,39,True,False,0,0,0,0,0,True
7139,7614,1467,0,1,1,1,2,246,0,1,40,True,False,0,0,0,0,0,True
7140,7616,4182,1,0,1,0,5,1457,1,0,20,False,False,11,725,0,0,0,True
7141,7618,4863,1,0,0,1,6,1235,1,0,18,False,False,761,21,27,0,0,True
7142,7620,6027,1,1,1,0,5,1583,0,1,17,False,False,3651,0,2228,38,0,False
7143,7621,3660,0,1,1,1,1,250,0,1,35,True,False,0,0,0,0,0,True
7144,7622,4425,1,0,0,1,6,1237,1,0,31,False,False,0,0,185,584,0,False
7145,7623,6613,1,0,0,1,6,1223,0,1,40,False,False,0,0,84,798,0,False
7146,7624,3321,0,1,1,0,2,284,1,0,50,True,False,0,0,0,0,0,True
7147,7625,3294,1,0,0,1,5,1458,1,0,21,False,False,0,0,114,2,683,False
7148,7626,5842,1,0,0,1,4,496,0,1,29,False,False,767,16,9,0,0,False
7149,7627,1012,0,1,1,1,0,92,1,0,63,False,False,0,5036,4,519,0,True
7150,7628,3910,1,1,0,1,5,1584,0,1,19,False,False,37,0,1288,0,0,True
7151,7628,929,1,1,0,1,3,240,0,1,36,False,False,1103,3,0,0,659,False
7152,7630,2888,1,0,1,1,5,1585,0,1,48,False,False,0,172,115,1,645,False
7153,7631,8197,0,1,0,1,4,497,0,1,33,False,False,81,1125,481,505,1261,False
7154,7632,6239,1,1,0,1,3,226,1,0,28,False,False,2703,0,4,1,0,False
7155,7633,2099,1,1,0,1,6,1224,0,1,39,False,False,0,0,0,847,1,False
7156,7634,4418,1,0,1,1,6,1239,1,0,27,True,False,0,0,0,0,0,True
7157,7635,1482,0,1,1,1,1,289,1,0,58,True,False,0,0,0,0,0,True
7158,7639,8333,0,1,1,1,1,290,1,0,44,True,False,0,0,0,0,0,True
7159,7640,1388,1,0,0,1,6,1226,0,1,23,True,False,0,0,0,0,0,True
7160,7641,3737,1,0,1,1,5,1586,0,1,21,False,False,618,33,1,2,0,True
7161,7643,117,0,1,1,1,2,247,0,1,53,False,False,8,1489,0,2723,7401,False
7162,7643,7575,0,1,0,1,2,247,0,1,14,True,False,0,0,0,0,0,True
7163,7644,3708,1,0,1,0,6,1227,0,1,17,True,False,0,0,0,0,0,True
7164,7646,914,0,1,1,1,2,285,1,0,25,False,False,0,16016,1025,189,1037,True
7165,7646,5255,0,1,1,1,2,285,1,0,44,False,True,3010,26,0,62,904,False
7166,7646,476,0,1,1,1,2,285,1,0,24,False,False,145,4224,0,5,61,True
7167,7647,2909,1,0,0,1,6,1240,1,0,24,False,False,0,7,127,639,37,False
7168,7649,7780,1,0,0,1,6,1241,1,0,24,True,False,0,0,0,0,0,True
7169,7650,4339,1,0,0,1,6,1242,1,0,0,True,False,0,0,0,0,0,True
7170,7650,2509,1,0,1,1,6,1242,1,0,7,True,False,0,0,0,0,0,False
7171,7650,5474,1,0,1,0,6,1242,1,0,3,True,False,0,0,0,0,0,True
7172,7650,6739,1,0,0,1,5,1461,1,0,18,False,False,711,12,0,83,0,True
7173,7650,7551,1,0,0,1,6,1242,1,0,4,True,False,0,0,0,0,0,False
7174,7652,1975,0,1,1,1,1,292,1,0,40,True,False,0,0,0,0,0,True
7175,7656,5714,1,0,0,1,6,1244,1,0,16,True,False,0,0,0,0,0,False
7176,7660,854,0,1,1,1,1,294,1,0,25,True,False,0,0,0,0,0,True
7177,7661,2392,1,0,0,1,6,1245,1,0,10,True,False,0,0,0,0,0,True
7178,7665,5386,1,0,0,1,6,1229,0,1,40,True,False,0,0,0,0,0,True
7179,7666,1264,1,1,0,1,5,1591,0,1,19,True,False,0,0,0,0,0,True
7180,7667,7356,0,1,1,1,1,251,0,1,15,True,False,0,0,0,0,0,True
7181,7669,6251,1,0,0,1,6,1230,0,1,24,False,False,0,636,136,37,0,False
7182,7670,6042,1,1,0,1,5,1465,1,0,21,True,False,0,0,0,0,0,True
7183,7671,2069,1,0,0,1,5,1466,1,0,29,False,False,0,7,31,700,0,False
7184,7676,951,1,1,0,1,3,227,1,0,37,False,True,2771,0,6,1,10,False
7185,7677,161,1,0,1,0,6,1247,1,0,49,True,False,0,0,0,0,0,False
7186,7678,5921,1,0,0,1,6,1231,0,1,42,False,False,1132,0,0,77,608,False
7187,7678,3221,1,0,0,1,6,1231,0,1,54,True,False,0,2349,0,0,0,True
7188,7679,4794,1,0,0,1,6,1232,0,1,33,True,False,0,0,0,0,0,False
7189,7680,976,0,1,0,1,2,250,0,1,27,False,False,0,6,0,7786,0,False
7190,7682,2220,1,0,0,1,6,1248,1,0,53,True,False,0,0,0,0,0,False
7191,7683,4601,1,0,0,1,5,1467,1,0,28,False,False,0,817,58,0,25,True
7192,7684,1707,0,1,0,1,2,286,1,0,24,False,False,812,5450,0,1,262,True
7193,7687,2466,1,0,1,0,5,1596,0,1,20,False,False,0,0,8,1,1175,False
7194,7688,6608,1,0,0,1,6,1233,0,1,0,False,False,0,0,0,0,0,False
7195,7689,2821,1,0,0,1,5,1597,0,1,24,False,False,0,96,0,597,0,False
7196,7690,4493,1,0,0,1,6,1234,0,1,28,False,False,0,0,0,0,0,True
7197,7691,4143,1,1,0,1,5,1598,0,1,42,True,False,0,0,0,0,0,True
7198,7692,5523,0,1,1,1,2,287,1,0,32,False,True,0,48,0,3204,112,False
7199,7693,1711,0,1,0,1,1,252,0,1,36,False,False,0,2979,0,68,347,True
7200,7693,2770,0,1,0,1,1,252,0,1,40,False,False,0,0,0,0,0,True
7201,7694,1912,1,0,0,1,5,1599,0,1,30,False,False,574,0,0,25,2,False
7202,7696,6923,1,1,0,1,4,499,0,1,34,False,False,751,0,185,0,77,False
7203,7696,760,1,1,0,1,5,1601,0,1,37,False,False,1000,0,80,40,0,False
7204,7697,5856,0,1,0,1,1,295,1,0,41,False,False,0,0,0,0,0,True
7205,7697,3567,0,1,1,1,1,295,1,0,25,True,False,0,0,0,0,0,True
7206,7698,1089,1,1,0,1,5,1602,0,1,39,False,False,332,0,728,2,86,True
7207,7699,1725,1,0,1,1,6,1235,0,1,0,False,False,0,0,0,0,0,True
7208,7700,5113,1,1,0,1,5,1603,0,1,54,False,False,1144,140,2,2,0,False
7209,7702,2160,1,0,0,1,6,1236,0,1,16,True,False,0,0,0,0,0,False
7210,7703,1254,1,0,0,1,6,1251,1,0,0,False,False,0,0,0,0,0,True
7211,7703,7508,1,0,0,1,6,1251,1,0,13,True,False,0,0,0,0,0,True
7212,7705,4955,1,1,0,1,5,1470,1,0,46,False,False,5888,4176,13,12,0,False
7213,7707,2901,1,0,0,1,6,1237,0,1,23,False,False,40,4,9,318,1413,False
7214,7708,713,1,0,0,1,5,1471,1,0,18,False,False,110,103,471,11,1,False
7215,7709,6458,1,0,1,0,5,1604,0,1,27,False,False,2647,0,0,42,32,False
7216,7709,4915,1,0,1,0,6,1238,0,1,24,True,False,0,0,0,0,0,False
7217,7710,1630,0,1,0,1,1,253,0,1,27,False,False,118,1769,4127,118,619,True
7218,7711,4319,1,1,0,1,3,241,0,1,24,True,False,0,82,0,1624,77,False
7219,7712,383,0,1,0,1,0,93,1,0,25,False,True,1,4298,0,0,2,True
7220,7713,6016,0,1,0,1,1,296,1,0,30,True,False,0,0,0,0,0,True
7221,7714,5731,1,0,0,1,6,1239,0,1,19,False,False,0,28,62,24,1686,False
7222,7715,2221,1,0,1,1,5,1605,0,1,18,False,False,1,5,305,347,0,False
7223,7716,5290,0,1,1,1,4,500,0,1,49,True,False,0,0,0,0,0,True
7224,7717,3291,1,0,0,1,6,1240,0,1,64,False,False,0,0,0,563,344,False
7225,7719,6325,1,1,0,1,4,506,1,0,26,True,False,0,0,0,0,0,True
7226,7720,2567,1,0,1,1,5,1606,0,1,53,False,False,0,0,754,46,0,False
7227,7721,7085,1,1,0,1,3,242,0,1,27,False,False,83,0,2621,5,0,True
7228,7723,7060,0,1,0,1,1,254,0,1,27,True,False,0,0,0,0,0,True
7229,7724,4764,1,1,0,1,5,1472,1,0,25,False,False,338,319,32,15,0,False
7230,7727,4054,1,0,1,1,4,507,1,0,33,False,False,0,0,0,436,224,True
7231,7728,267,0,1,0,1,2,289,1,0,27,False,False,0,9,0,40,7621,False
7232,7729,8353,0,1,1,1,2,251,0,1,20,True,False,0,0,0,0,0,True
7233,7731,4640,0,1,1,1,1,255,0,1,39,True,False,0,0,0,0,0,True
7234,7736,8359,1,1,0,1,4,502,0,1,27,False,False,1730,0,379,5,0,False
7235,7738,3521,1,1,0,1,5,1476,1,0,19,True,False,0,0,0,0,0,True
7236,7739,3853,1,0,0,1,5,1609,0,1,22,False,False,60,48,0,0,500,False
7237,7741,4997,1,0,0,1,6,1252,1,0,3,False,False,0,0,0,0,0,False
7238,7741,4325,1,0,0,1,4,508,1,0,24,False,False,9,769,9,0,0,False
7239,7742,8292,1,1,0,1,5,1477,1,0,41,True,False,0,0,0,0,0,True
7240,7742,2018,1,1,0,1,5,1477,1,0,18,True,False,0,0,0,0,0,True
7241,7743,4327,1,0,0,1,6,1244,0,1,63,False,False,0,243,0,777,0,False
7242,7744,8268,0,1,0,1,1,298,1,0,19,False,False,0,4534,0,617,1156,False
7243,7744,887,0,1,0,1,1,298,1,0,39,True,False,0,0,0,0,0,True
7244,7746,640,0,1,1,1,2,257,0,1,26,True,False,0,0,0,0,0,True
7245,7747,7388,1,1,0,1,5,1611,0,1,41,False,False,688,31,1880,0,0,False
7246,7748,107,0,1,0,1,0,94,1,0,44,False,False,18,1451,0,279,64,False
7247,7748,370,0,1,0,1,0,94,1,0,39,False,True,0,395,0,1012,1080,False
7248,7749,7089,1,1,1,1,3,244,0,1,29,True,False,0,0,0,0,0,True
7249,7749,2474,1,1,0,1,3,244,0,1,37,False,False,416,56,1912,0,0,False
7250,7751,5545,0,1,1,1,2,252,0,1,41,True,False,0,0,0,0,0,True
7251,7752,3869,1,0,1,0,5,1480,1,0,18,False,False,0,0,0,746,1,False
7252,7753,5998,1,0,1,1,6,1245,0,1,36,True,False,0,0,0,0,0,False
7253,7754,5747,0,1,1,1,1,299,1,0,55,False,False,1,2670,34,542,1339,True
7254,7755,4435,1,0,0,1,4,503,0,1,21,True,False,0,0,0,0,0,True
7255,7757,5776,0,1,0,1,1,300,1,0,28,True,False,0,0,0,0,0,True
7256,7757,2476,0,1,0,1,1,300,1,0,43,False,False,0,8948,0,153,872,True
7257,7760,6623,1,0,1,0,6,1253,1,0,32,False,False,0,494,0,0,213,False
7258,7761,1060,1,0,0,1,5,1612,0,1,23,False,False,1,0,0,237,553,True
7259,7761,7310,1,0,1,1,6,1246,0,1,5,True,False,0,0,0,0,0,True
7260,7763,2244,1,0,1,1,6,1254,1,0,14,False,False,325,0,19,506,2,False
7261,7764,5378,1,0,0,1,5,1613,0,1,24,False,False,1405,0,14,2,163,False
7262,7767,2043,1,0,1,0,6,1257,1,0,22,True,False,0,0,0,0,0,True
7263,7768,8062,1,0,0,1,5,1484,1,0,14,False,False,0,268,239,127,0,True
7264,7769,7794,1,0,0,1,4,504,0,1,20,False,False,98,499,0,142,52,False
7265,7770,1459,1,0,0,1,6,1258,1,0,17,False,False,527,124,37,290,30,False
7266,7770,4301,1,0,1,1,5,1485,1,0,20,False,False,748,0,0,0,487,False
7267,7771,3020,1,0,0,1,6,1259,1,0,22,False,False,0,0,692,18,0,True
7268,7773,3003,1,0,0,1,6,1248,0,1,15,True,False,0,0,0,0,0,True
7269,7774,4817,1,1,1,1,3,245,0,1,67,False,False,1146,16,39,0,518,True
7270,7775,414,0,1,1,1,2,253,0,1,28,False,False,7,489,0,4,6027,False
7271,7776,6315,0,1,0,1,3,246,0,1,57,False,False,0,412,0,5491,234,False
7272,7777,1429,1,0,1,0,6,1249,0,1,21,True,False,0,0,0,0,0,True
7273,7778,3688,1,1,0,1,5,1486,1,0,34,False,False,1199,33,346,0,0,False
7274,7778,1795,1,1,0,1,4,510,1,0,17,True,False,0,0,0,0,0,False
7275,7780,7672,1,0,1,1,5,1614,0,1,33,False,False,0,53,615,9,0,True
7276,7782,5261,0,1,1,1,2,291,1,0,33,False,False,0,73,31,8493,9065,False
7277,7782,910,0,1,0,1,2,291,1,0,28,False,False,0,180,0,778,4973,False
7278,7783,7834,1,1,0,1,5,1487,1,0,18,True,False,0,0,0,0,0,True
7279,7784,1999,1,1,0,1,5,1615,0,1,28,True,False,0,0,0,0,0,True
7280,7785,5123,1,0,0,1,6,1261,1,0,13,False,False,406,0,52,0,387,False
7281,7786,7263,1,0,0,1,5,1616,0,1,38,False,False,0,0,0,45,3372,False
7282,7787,6308,0,1,1,1,1,301,1,0,39,False,False,258,1541,0,6,621,False
7283,7787,7364,0,1,0,1,2,254,1,0,18,True,False,0,0,0,0,0,True
7284,7788,4517,1,0,1,0,5,1488,1,0,43,False,False,0,0,110,538,0,False
7285,7789,6150,1,0,0,1,5,1489,1,0,32,False,False,928,368,0,304,741,False
7286,7790,6312,1,0,0,1,5,1490,1,0,29,True,False,0,0,0,0,0,False
7287,7790,8290,1,1,1,1,5,1490,1,0,45,False,False,810,0,132,198,0,False
7288,7790,3537,1,1,0,1,5,1490,1,0,25,True,False,0,0,0,0,0,True
7289,7791,5808,1,0,1,1,5,1491,1,0,64,False,False,19,261,208,0,214,False
7290,7793,4075,1,0,0,1,5,1617,0,1,18,False,False,0,0,0,0,2141,False
7291,7797,6173,1,0,0,1,4,506,0,1,44,False,False,358,303,0,0,131,False
7292,7800,473,1,0,0,1,6,1251,0,1,15,True,False,0,0,0,0,0,True
7293,7801,2649,1,1,1,1,5,1330,0,1,21,False,False,1720,2337,0,1,335,False
7294,7802,919,1,1,0,1,5,1620,0,1,33,False,False,166,634,419,201,1178,False
7295,7803,7287,1,0,1,1,6,1253,0,1,3,False,False,0,0,0,0,0,False
7296,7803,5886,1,0,1,1,6,1253,0,1,19,True,False,0,0,0,0,0,True
7297,7805,6712,1,0,0,1,6,1254,0,1,37,False,False,0,0,0,0,0,False
7298,7806,8221,1,0,1,1,5,1621,0,1,24,False,False,0,688,0,0,1,False
7299,7808,736,1,0,0,1,6,1256,0,1,26,False,False,0,79,53,0,0,False
7300,7809,3602,1,1,0,1,5,1493,1,0,26,True,False,0,0,1342,0,0,True
7301,7809,6588,1,1,0,1,5,1493,1,0,26,True,False,0,0,0,0,549,True
7302,7810,2187,1,0,0,1,5,1494,1,0,22,False,False,769,0,0,1,729,False
7303,7812,1208,1,1,0,1,5,1495,1,0,26,False,False,1333,0,50,0,0,False
7304,7813,4807,1,0,0,1,5,1622,0,1,27,False,False,0,55,0,740,85,False
7305,7815,4214,1,0,1,0,5,1496,1,0,27,False,False,0,605,0,0,0,True
7306,7816,3452,1,0,1,0,5,1497,1,0,37,True,False,0,925,0,0,0,True
7307,7818,4410,1,0,0,1,6,1257,0,1,22,True,False,0,0,0,0,0,False
7308,7820,2583,1,0,1,1,6,1258,0,1,24,False,False,0,0,809,0,0,True
7309,7821,1770,1,0,0,1,6,1264,1,0,23,False,False,535,3,17,0,214,False
7310,7824,6866,1,0,1,0,5,1624,0,1,18,False,False,0,76,0,993,6,False
7311,7828,4350,1,0,0,1,6,1266,1,0,28,True,False,0,0,0,0,0,False
7312,7829,3972,1,0,0,1,6,1267,1,0,4,True,False,0,0,0,0,0,True
7313,7830,1358,1,0,1,0,6,1268,1,0,23,True,False,0,0,0,0,0,True
7314,7830,3447,1,0,1,0,6,1268,1,0,2,True,False,0,0,0,0,0,True
7315,7830,8294,1,0,0,1,6,1268,1,0,46,False,False,0,0,0,17,655,False
7316,7830,2526,1,0,0,1,6,1268,1,0,0,False,False,0,0,0,0,0,False
7317,7831,857,1,1,0,1,5,1626,0,1,16,False,False,1095,0,54,0,0,False
7318,7832,7377,1,1,0,1,3,228,1,0,19,False,False,1823,36,81,0,0,False
7319,7833,93,0,1,1,1,1,305,1,0,34,False,False,0,3424,6,2445,1128,False
7320,7833,441,0,1,0,1,1,305,1,0,34,False,False,11,3299,0,1013,15,True
7321,7834,5689,1,0,0,1,6,1269,1,0,24,False,False,482,967,349,19,0,False
7322,7835,1984,1,0,1,0,6,1270,1,0,28,True,False,0,0,0,0,0,False
7323,7837,7517,0,1,1,1,1,306,1,0,44,True,False,0,0,0,0,0,True
7324,7837,1484,0,1,0,1,1,306,1,0,35,True,False,0,0,0,0,0,True
7325,7839,4324,1,0,0,1,6,1259,0,1,20,False,False,0,0,0,0,0,False
7326,7840,3209,1,0,1,0,5,1500,1,0,18,False,False,328,0,0,24,309,False
7327,7841,5938,1,0,1,0,6,1260,0,1,43,False,False,6,25,0,5250,0,False
7328,7841,2718,1,0,1,0,5,1627,0,1,48,False,False,0,0,501,242,0,False
7329,7842,1954,1,1,0,1,4,513,1,0,46,False,False,52,0,1185,61,0,True
7330,7843,8180,1,1,0,1,6,649,0,1,75,True,False,0,0,0,0,0,True
7331,7845,7417,0,1,1,1,1,307,1,0,24,True,False,0,0,0,0,0,True
7332,7847,4066,1,0,0,1,6,1261,0,1,34,False,False,0,9,617,0,281,False
7333,7848,5954,1,1,0,1,4,48,1,0,29,False,False,1052,0,635,0,0,False
7334,7848,993,1,1,0,1,5,1501,1,0,46,True,False,0,0,0,0,0,True
7335,7849,7786,1,0,0,1,6,1271,1,0,22,False,False,558,63,0,0,0,False
7336,7850,8364,1,1,0,1,4,514,1,0,42,True,False,0,0,0,0,0,False
7337,7851,244,1,1,0,1,5,1629,0,1,46,True,False,0,0,0,0,0,True
7338,7852,2136,1,0,0,1,4,508,0,1,15,False,False,0,6,0,981,0,False
7339,7853,3506,1,0,0,1,5,1502,1,0,42,False,False,1227,773,14,0,0,False
7340,7853,3430,1,1,0,1,4,515,1,0,31,False,False,166,0,297,835,0,False
7341,7853,1992,1,1,0,1,5,1502,1,0,9,True,False,0,0,0,0,0,True
7342,7856,2111,1,0,0,1,5,1503,1,0,34,False,False,0,0,0,156,620,False
7343,7858,3548,1,0,0,1,6,1264,0,1,21,False,False,9,0,0,25,811,False
7344,7858,8128,1,0,1,1,5,1630,0,1,16,False,False,0,11,0,863,0,False
7345,7858,7747,1,0,0,1,5,1630,0,1,40,False,False,634,60,134,0,0,False
7346,7859,7019,0,1,0,1,5,1504,1,0,23,False,False,550,0,738,0,0,True
7347,7861,4766,1,0,0,1,6,1265,0,1,6,True,False,0,0,0,0,0,False
7348,7863,7740,1,0,0,1,5,1505,1,0,17,False,False,99,516,1967,0,6,True
7349,7864,2719,1,0,1,1,5,1506,1,0,37,False,False,19,443,1769,0,3,True
7350,7865,1590,0,1,1,0,2,293,1,0,30,True,False,0,0,0,0,0,True
7351,7865,4552,0,1,0,1,2,293,1,0,32,True,False,0,0,0,0,0,True
7352,7865,5506,0,1,1,1,2,293,1,0,41,True,False,0,0,0,0,0,True
7353,7866,7422,0,1,1,1,2,255,0,1,43,False,False,0,16856,0,4344,977,False
7354,7868,2716,1,0,1,1,4,517,1,0,17,False,False,6256,0,0,1,21,False
7355,7870,1486,0,1,0,1,1,257,0,1,37,True,False,0,0,0,0,0,True
7356,7871,235,1,0,0,1,6,432,1,0,18,True,False,0,0,0,0,0,True
7357,7872,2578,1,0,0,1,6,1267,0,1,1,True,False,0,0,0,0,0,False
7358,7872,311,1,0,0,1,6,1267,0,1,38,False,False,0,0,0,1714,0,False
7359,7872,4891,1,0,0,1,5,1633,0,1,25,False,False,131,124,408,196,9,False
7360,7872,6835,1,0,0,1,6,1267,0,1,6,False,False,0,0,0,0,0,False
7361,7872,1726,1,0,0,1,6,1267,0,1,1,True,False,0,0,0,0,0,True
7362,7872,3854,1,0,1,0,6,1267,0,1,7,False,False,0,0,0,0,0,True
7363,7873,2536,1,1,0,1,5,1634,0,1,24,False,False,569,156,0,12,0,False
7364,7873,5701,1,0,0,1,5,1634,0,1,19,False,False,0,721,0,25,1,True
7365,7875,3276,0,1,1,1,1,309,1,0,26,True,False,0,0,0,0,0,True
7366,7877,2665,1,0,0,1,6,1268,0,1,49,False,False,0,1738,0,19,0,False
7367,7878,7972,1,0,0,1,6,1269,0,1,18,False,False,0,0,32,0,673,False
7368,7879,7240,1,0,0,1,6,1270,0,1,25,False,False,0,478,71,11,162,False
7369,7881,6455,1,0,0,1,5,1507,1,0,46,False,False,248,1342,0,4,0,False
7370,7882,3175,1,0,0,1,6,1271,0,1,33,True,False,0,0,0,0,0,False
7371,7882,5125,1,0,0,1,6,1271,0,1,10,False,False,0,0,0,0,0,True
7372,7883,4677,1,0,0,1,6,1272,0,1,38,True,False,0,0,0,0,0,True
7373,7884,3556,1,1,0,1,4,512,0,1,23,False,False,1610,2,465,0,0,False
7374,7885,7466,1,0,0,1,6,1273,0,1,26,True,False,0,0,0,0,0,True
7375,7886,3480,1,0,0,1,6,1274,0,1,16,False,False,0,11,0,8,827,False
7376,7888,2822,1,0,0,1,4,518,1,0,29,False,False,37,0,644,0,177,True
